0.80998,-0.91995,-3.5662
0.834,-0.99296,-2.4832
0.85188,-1.0292,-1.5549
0.86975,-1.0483,-0.5683
0.88763,-1.0495,0.42868
0.90551,-1.0331,1.3874
0.92338,-1.0003,2.2614
0.94126,-0.95301,3.0153
0.95914,-0.89342,3.6285
0.97701,-0.82411,4.0963
0.99459,-0.74907,4.4228
1.0122,-0.66934,4.6332
1.0297,-0.58679,4.7472
1.0473,-0.50292,4.7867
1.0689,-0.39983,4.765
1.0904,-0.29777,4.695
1.112,-0.19749,4.6016
1.1336,-0.099346,4.5017
1.1661,0.044855,4.3576
1.1987,0.18465,4.223
1.2313,0.31998,4.0774
1.2639,0.44974,3.8792
1.2998,0.58373,3.5344
1.3357,0.70143,2.9825
1.3715,0.79458,2.1871
1.4074,0.85532,1.1716
1.4298,0.87373,0.46699
1.4521,0.87622,-0.24664
1.4744,0.86295,-0.93035
1.4967,0.83504,-1.5503
1.5191,0.79433,-2.0796
1.5414,0.74299,-2.5036
1.5637,0.68338,-2.8189
1.5861,0.61785,-3.033
1.608,0.54971,-3.1593
1.63,0.47956,-3.2178
1.652,0.40872,-3.2249
1.6739,0.33814,-3.1962
1.7024,0.24817,-3.1275
1.7308,0.16041,-3.0421
1.7592,0.075136,-2.9541
1.7877,-0.0076694,-2.8711
1.8261,-0.11589,-2.7689
1.8645,-0.22033,-2.6687
1.9029,-0.32068,-2.5507
1.9413,-0.4157,-2.3875
1.9767,-0.49684,-2.1693
2.0122,-0.56866,-1.8651
2.0476,-0.62787,-1.4661
2.0831,-0.6714,-0.9793
2.1091,-0.69179,-0.57934
2.1352,-0.70151,-0.16326
2.1612,-0.70033,0.24961
2.1873,-0.68863,0.64057
2.2133,-0.66726,0.99249
2.2394,-0.63739,1.2928
2.2654,-0.60045,1.5347
2.2915,-0.55795,1.717
2.3177,-0.51115,1.8443
2.3439,-0.46169,1.9219
2.3701,-0.41074,1.9582
2.3963,-0.35929,1.9623
2.4286,-0.29635,1.9364
2.4608,-0.23461,1.8886
2.4931,-0.17462,1.8296
2.5254,-0.11661,1.7673
2.5735,-0.033748,1.6779
2.6216,0.045077,1.5982
2.6698,0.1203,1.5273
2.7179,0.19216,1.4587
2.7715,0.2682,1.3715
2.8252,0.33879,1.2542
2.8788,0.40186,1.0903
2.9324,0.45468,0.86943
2.972,0.48529,0.66865
3.0116,0.5074,0.44277
3.0512,0.52015,0.2021
3.0908,0.52328,-0.040962
3.1304,0.51703,-0.27227
3.17,0.50209,-0.47848
3.2096,0.47961,-0.6503
3.2492,0.45106,-0.78314
3.2836,0.42264,-0.86658
3.3179,0.39184,-0.92251
3.3523,0.35955,-0.95415
3.3867,0.32652,-0.96565
3.4277,0.28697,-0.95925
3.4687,0.24801,-0.93714
3.5098,0.21019,-0.9051
3.5508,0.1738,-0.8679
3.6063,0.12705,-0.81548
3.6619,0.08316,-0.7653
3.7174,0.041912,-0.72039
3.773,0.0029988,-0.68185
3.845,-0.044542,-0.64066
3.917,-0.089408,-0.60669
3.989,-0.13199,-0.57603
4.061,-0.17235,-0.54416
4.143,-0.21532,-0.50039
4.225,-0.25412,-0.44275
4.3071,-0.28743,-0.36767
4.3891,-0.31389,-0.27507
4.4442,-0.32714,-0.20471
4.4993,-0.3364,-0.13064
4.5544,-0.34153,-0.055828
4.6095,-0.34257,0.016693
4.6646,-0.33977,0.083942
4.7197,-0.33347,0.14335
4.7748,-0.32416,0.19317
4.8299,-0.31237,0.23266
4.8814,-0.29965,0.26026
4.9328,-0.28573,0.27941
4.9843,-0.27103,0.29094
5.0357,-0.25591,0.29592
5.1001,-0.23685,0.2947
5.1645,-0.21808,0.28694
5.229,-0.19998,0.27434
5.2934,-0.18281,0.25827
5.3777,-0.16206,0.2337
5.4619,-0.1435,0.20645
5.5462,-0.1273,0.17777
5.6305,-0.11354,0.14888
5.7448,-0.098709,0.11142
5.8591,-0.087888,0.078717
5.9734,-0.080431,0.05271
6.0877,-0.075565,0.033772
6.1661,-0.073303,0.024254
6.2445,-0.071712,0.016505
6.3229,-0.070696,0.0095158
6.4013,-0.070228,0.0023443
6.4797,-0.070352,-0.0057742
6.5581,-0.071165,-0.015118
6.6365,-0.072757,-0.025565
6.7149,-0.075191,-0.03661
6.8162,-0.07962,-0.050487
6.9174,-0.085346,-0.062278
7.0187,-0.092107,-0.070899
7.1199,-0.099588,-0.076274
7.2303,-0.10819,-0.079479
7.3408,-0.11713,-0.082309
7.4512,-0.12645,-0.08672
7.5616,-0.13637,-0.093472
7.6965,-0.14969,-0.10403
7.8314,-0.16428,-0.11201
7.9663,-0.17952,-0.11249
8.1013,-0.19421,-0.10291
8.1876,-0.20264,-0.09157
8.2739,-0.20997,-0.07771
8.3603,-0.21603,-0.062832
8.4466,-0.22081,-0.0483
8.533,-0.2244,-0.035204
8.6193,-0.22694,-0.023906
8.7057,-0.22858,-0.014187
8.792,-0.22942,-0.0053215
8.8742,-0.22951,0.0032006
8.9564,-0.22888,0.012337
9.0385,-0.22746,0.022199
9.1207,-0.22522,0.032386
9.2063,-0.22201,0.042438
9.2919,-0.21801,0.050594
9.3776,-0.21343,0.05569
9.4632,-0.20858,0.056976
9.5663,-0.20284,0.053205
9.6695,-0.19774,0.044844
9.7727,-0.19368,0.033982
9.8759,-0.19074,0.023283
9.999,-0.18852,0.014075
10.122,-0.18712,0.0092749
10.245,-0.18607,0.0075869
10.368,-0.18521,0.0061203
10.496,-0.18467,0.0012566
10.624,-0.18503,-0.0074259
10.751,-0.18668,-0.018033
10.879,-0.18958,-0.026695
10.972,-0.19222,-0.029285
11.065,-0.19493,-0.028351
11.158,-0.19739,-0.024346
11.251,-0.19939,-0.018507
11.344,-0.20083,-0.012594
11.437,-0.20178,-0.0082256
11.53,-0.20245,-0.0063077
11.623,-0.20303,-0.0068059
11.715,-0.20374,-0.008813
11.806,-0.20464,-0.01081
11.898,-0.20567,-0.011403
11.989,-0.20666,-0.0096441
12.072,-0.20732,-0.005752
12.154,-0.20757,-0.00024465
12.237,-0.20733,0.0059498
12.319,-0.2066,0.011682
12.393,-0.20559,0.015433
12.467,-0.20437,0.017296
12.541,-0.20309,0.017056
12.614,-0.2019,0.014896
12.697,-0.20083,0.010862
12.779,-0.20012,0.0062532
12.862,-0.19978,0.0022228
12.944,-0.19972,-0.00028383
13.027,-0.19977,-0.00066573
13.109,-0.19977,0.00093877
13.192,-0.19958,0.0039281
13.274,-0.19911,0.0073248
13.348,-0.19847,0.0097399
13.422,-0.1977,0.010831
13.496,-0.19692,0.010189
13.57,-0.19624,0.0077729
13.659,-0.19575,0.0029859
13.747,-0.19573,-0.0026613
13.836,-0.19621,-0.0077872
13.924,-0.19707,-0.011129
14.003,-0.19799,-0.011848
14.081,-0.19887,-0.010451
14.159,-0.19957,-0.0073422
14.238,-0.19999,-0.0032978
14.312,-0.20009,0.00048615
14.387,-0.19994,0.0033375
14.461,-0.19964,0.0046548
14.536,-0.19929,0.0041857
14.635,-0.19901,0.00099885
14.735,-0.19913,-0.0036978
14.834,-0.19973,-0.0080848
14.934,-0.20068,-0.010397
15.015,-0.20153,-0.009822
15.097,-0.20223,-0.0071239
15.178,-0.20264,-0.002858
15.259,-0.20267,0.0020297
15.333,-0.20237,0.0060161
15.407,-0.20181,0.0087567
15.481,-0.20112,0.0097484
15.555,-0.20042,0.0088534
15.635,-0.19982,0.0060657
15.714,-0.19949,0.0021561
15.793,-0.19948,-0.0019215
15.872,-0.19977,-0.0051813
15.951,-0.20026,-0.0067609
16.03,-0.20079,-0.0063052
16.109,-0.2012,-0.0039182
16.188,-0.20137,-0.00017427
16.257,-0.20126,0.0034731
16.326,-0.2009,0.0067259
16.396,-0.20035,0.0089713
16.465,-0.19969,0.0097827
16.56,-0.1988,0.0082263
16.655,-0.1982,0.004162
16.75,-0.19806,-0.0011605
16.845,-0.19842,-0.0060286
16.929,-0.19905,-0.0085457
17.014,-0.1998,-0.0087422
17.098,-0.20045,-0.006599
17.183,-0.20086,-0.002727
17.258,-0.20091,0.0013023
17.334,-0.20067,0.0048898
17.41,-0.20021,0.0072447
17.485,-0.19962,0.0078569
17.572,-0.19899,0.0062112
17.658,-0.1986,0.0026063
17.744,-0.19857,-0.0019685
17.831,-0.19894,-0.0062288
17.906,-0.19951,-0.0086543
17.982,-0.2002,-0.0092961
18.058,-0.20087,-0.0079955
18.134,-0.20137,-0.0050202
18.208,-0.2016,-0.001086
18.282,-0.20153,0.0029876
18.356,-0.20118,0.0063667
18.431,-0.20062,0.008371
18.508,-0.19994,0.0085133
18.586,-0.19934,0.0066801
18.664,-0.19895,0.003297
18.742,-0.19885,-0.00084657
18.818,-0.19907,-0.0046941
18.895,-0.19954,-0.0074074
18.972,-0.20016,-0.0083733
19.048,-0.20077,-0.0073782
19.122,-0.20123,-0.0047433
19.196,-0.20145,-0.0010611
19.269,-0.20138,0.0029129
19.343,-0.20103,0.0063675
19.417,-0.20047,0.0085391
19.491,-0.19981,0.0089749
19.564,-0.1992,0.0075769
19.638,-0.19874,0.0046337
19.717,-0.19853,0.00048923
19.795,-0.19866,-0.0036957
19.874,-0.19909,-0.0069613
19.952,-0.19971,-0.0085674
19.964,-0.19981,-0.0086321
19.976,-0.19992,-0.0086473
19.988,-0.20002,-0.0086129
20,-0.20012,-0.0085292
